variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-21.3932510825,-21.02215,4.20602627371847,4.16217711,-28.877515,-15.06609,1.00206810739847,1739.94680024929,2417.21626570291
r_init,0.00141907160125,0.002174165,0.248385348970543,0.240003288,-0.4069385,0.4119513,1.00113837406022,5600.15153653195,2939.58499751582
r_noise,0.0798635960743585,0.06529135,0.0617945919965392,0.0597532278,0.00547861,0.2014051,1.00045548563531,3438.43840904695,1686.59044656815
delta_mod,0.1988488381945,0.1960185,0.203850039112087,0.20662885005,-0.12984155,0.5318704,1.00051980632471,5366.21192224062,2993.28630444622
delta_noise,0.078554996631825,0.06598985,0.0603165345113937,0.05866952133,0.0061433765,0.1974789,1.00199778263763,3386.98243542499,1863.95265606932
eta[1],-0.01335782302025,0.008203525,0.999307082983421,1.023776108565,-1.659522,1.6109065,1.00206869261034,6852.46805628381,3222.65049060832
eta[2],0.020168409504,0.00267578,0.996604917133377,1.001608651428,-1.560058,1.716532,1.00271201501166,6554.14324739209,3325.44203872858
eta[3],-0.000333351296750001,0.005228865,0.988162066713959,1.0195047009,-1.5980945,1.6268835,1.001442756159,5123.45095644927,3257.69541488716
eta[4],-0.030322730390775,-0.02575665,0.993479515767084,0.99063647739,-1.6451135,1.5964965,1.00037842734866,5240.6934904409,3045.1929242802
eta[5],-0.0123150848535,-0.0119908,0.990888445575872,0.99500962848,-1.672847,1.594351,1.00001175243469,4913.82026589459,3046.01624283538
eta[6],0.00015062492975,-0.0020476,1.02093105234791,1.0138604427,-1.702063,1.7080975,1.00254655360667,7111.03884988559,2976.9885013382
eta[7],0.0071053760525,0.0232605,0.984641354890847,1.0038632709,-1.6161405,1.615333,1.00370262229312,5497.44868552761,2818.46337924483
eta[8],-0.00110973238175,0.0175521,0.993699100176182,1.0138522884,-1.617167,1.6265235,1.0008475700408,6183.59589864474,3040.61924563923
eta[9],-0.0043673366835,-0.01788505,0.97624140962904,0.96642606417,-1.586971,1.5993125,1.00163687900186,5234.34669376672,2864.63429879858
eta[10],-0.02211611265205,-0.014351,1.04954467191903,1.0686239802,-1.749376,1.703763,1.00013118445777,5217.7186118385,3214.44423289269
eta[11],-0.00616580621865,-0.00880497,0.995094754228413,1.015904251278,-1.636157,1.624308,0.999998844306538,5476.20261658826,3144.47271182509
eta[12],-0.00975746069325,-0.02391665,0.98467408101771,0.98958116271,-1.6461835,1.611618,1.00032263645172,5554.87447785457,3168.93418968932
eta[13],-0.006013922255925,0.02434635,0.987219398933476,0.9705648162,-1.6494655,1.6032895,1.00125742963635,6918.01266118512,3138.27238622392
delta_eta[1],0.00070900395375,0.0129273,0.990491830653199,0.98984558442,-1.6434,1.6426265,1.0040084013468,6446.98216527446,2912.92617492409
delta_eta[2],0.0178627943965,0.0163564,0.984558895868085,0.9863048391,-1.592058,1.648661,1.00089450448014,6976.02251726157,2986.46406896366
delta_eta[3],-0.02218307192625,-0.01293625,0.990399941970754,0.99542097585,-1.6632245,1.5978995,1.00188994669883,5513.39428803141,2957.71632829071
delta_eta[4],-0.0071487297854,-0.01282385,1.02205770132971,1.02609834201,-1.6951505,1.663515,1.00081997289375,5187.18356291531,2783.92616823276
delta_eta[5],0.01842236807875,0.0352715,0.988811866324692,0.9985992996,-1.6340375,1.630952,1.00084512496465,4651.90081353131,2981.11956675957
delta_eta[6],0.01793512516625,0.0007836625,1.00473381303878,0.9896856674775,-1.590073,1.7104795,0.999895914123246,5785.88358160858,3093.65687305348
delta_eta[7],0.00195483438845,0.01935085,1.00158326488892,1.0127381145,-1.6405355,1.625824,1.00153429433036,5678.64061341806,3194.11538636034
delta_eta[8],-0.0041997952965,0.009562835,0.994290403769651,1.006586562471,-1.632792,1.64558,1.00129761936332,5869.02357332523,3001.07660447548
delta_eta[9],0.009611971697675,-0.006300515,0.975650389815757,0.9828118335,-1.561634,1.609413,1.00057790151458,5566.99592093329,3159.22735418009
delta_eta[10],0.0009496685390175,-0.0231364,0.986813035962139,0.98303140656,-1.6072605,1.6570055,1.00014178588735,7214.62543831766,3448.67525615257
delta_eta[11],0.01380603015875,0.0308318,0.989527114786559,0.9842047362,-1.6178715,1.6100005,1.00058932246482,6175.38192058726,2844.07667958505
delta_eta[12],-0.0164884958645,-0.0214648,1.02511825854803,0.9942278535,-1.7105905,1.6923175,1.0009919175081,5823.22599343111,3012.95182446316
delta_eta[13],0.0095575370755,0.003807375,1.01059419361487,1.015988529675,-1.6546095,1.6640055,1.00117544086298,5621.3193287901,2984.23654279159
init_cases[1],11.882667575,11.88385,0.295567464460538,0.294666749999999,11.39937,12.370915,1.00053246417576,6621.26668301861,3183.06475435451
init_cases[2],6.920413915,6.91935,0.174163797170319,0.173479025999999,6.636397,7.21159,0.999613405055871,6752.34591942633,3122.0257082288
sqrt_phi[1],0.805065810151,0.6559615,0.620354237510293,0.5868508863,0.07289514,2.0141145,1.00054813119765,3440.10130786117,1774.44440885424
sqrt_phi[2],0.80600577949675,0.667813,0.620771389919436,0.6026628153,0.05359543,2.0054655,1.00123955401218,3112.37844161295,1264.30097368274
r[1],0.00141907160125,0.002174165,0.248385348970543,0.240003288,-0.4069385,0.4119513,1.00113837406022,5600.15153653195,2939.58499751582
r[2],-0.00175726434,0.000525487,0.271373916485082,0.2602452450738,-0.4505029,0.444396249999999,1.00093476066753,5088.45319499722,2873.37612088276
r[3],-0.000524522198205,-0.0008331195,0.291287250960133,0.2802180717,-0.4741518,0.47523245,1.00074516989854,4991.27384356413,2971.29605576985
r[4],0.001560571262,-0.0002666605,0.302922502417363,0.2801296190427,-0.49408585,0.49454485,1.00106169966104,4633.96145406558,2814.10865630504
r[5],-0.000678482505549999,-0.003690125,0.31671186554026,0.288759886275,-0.51508965,0.5099426,1.00216955554059,4437.53158769466,2817.4899284731
r[6],-0.0040713038797675,-0.004904655,0.331326317566119,0.303494380203,-0.53826405,0.5160909,1.00158898401716,4418.99800013857,2886.12032969308
r[7],-0.004620350992,-0.004951795,0.347922516279264,0.316997975133,-0.56506815,0.55061605,1.00061705023242,4398.39585747476,3105.0638019901
r[8],-0.00457159761385,-0.008039385,0.36407492092487,0.3289051731,-0.59492855,0.5788396,1.00075502169186,4357.52209027032,3159.47574840761
r[9],-0.0028352274115,-0.003223585,0.376641465958553,0.332341965921,-0.61603525,0.59183135,0.999995576671017,4211.26576343948,3360.34465396447
r[10],-0.004131982507825,-0.00438768,0.38946491730907,0.3412974852,-0.61655875,0.62100875,1.00000357217251,4166.25712281473,3349.23320861786
r[11],-0.004872785611075,-0.001840535,0.408507632694077,0.351093816591,-0.6679834,0.643672049999999,0.999855411879996,4187.80116302433,3310.28544354764
r[12],-0.0037214452705,-1.66905e-05,0.416306333545768,0.3545645313,-0.6843285,0.6450943,1.00058989077902,4269.47615872438,3197.97755603705
r[13],-0.00586770378875,0.000210426,0.429033972708739,0.3666388257,-0.72191275,0.6536239,0.999927663322844,4349.61714887883,3569.61035115347
r[14],-0.006449567712125,0.0010444,0.439042435020938,0.36792735336,-0.71576325,0.6930622,0.999773084698143,4420.13206464622,3601.28005754923
delta_r[1],0.200267911441442,0.1967485,0.32364343362758,0.3208442769,-0.329958,0.74278345,1.00228203656939,5374.6257600174,2949.95421823011
delta_r[2],0.1965102284855,0.192245,0.349083100087466,0.34921375377,-0.3696918,0.782966199999999,1.00226073603293,4584.18666578736,3185.18826817391
delta_r[3],0.1983812953875,0.1953645,0.377022677594967,0.36891802668,-0.41748615,0.8332105,1.00101583824882,4536.72590432848,2943.29544795953
delta_r[4],0.197042711159925,0.201049,0.393165662144381,0.3841891032,-0.4531111,0.857009799999999,1.00052692341818,4068.75668691131,3218.69050659438
delta_r[5],0.194219883915,0.2030875,0.41631231343906,0.4017564306,-0.49712415,0.8684599,1.00013810772834,4093.97075459762,2892.00159547996
delta_r[6],0.1915475046195,0.195198,0.434864600392003,0.41466639249,-0.51447645,0.90068935,1.00059827853867,4109.82792845436,3331.74193022268
delta_r[7],0.191122613046,0.192017,0.456875169267654,0.42954294915,-0.55465035,0.9301412,1.00009857252211,4171.07480816784,3104.44315904649
delta_r[8],0.19223181094975,0.1968065,0.480785925504102,0.4414901106,-0.5915991,0.98298585,1.00050325098679,3950.75919387913,2819.49520979864
delta_r[9],0.19388150116675,0.197373,0.499690529499536,0.4590826422,-0.6144238,1.0030075,1.00085664355203,3934.52583188506,2940.65346244513
delta_r[10],0.19264653298965,0.1931855,0.516936171773186,0.4733326521,-0.65454185,1.022003,1.00018544568756,3927.27422393165,2918.94800089219
delta_r[11],0.192836637558175,0.191951,0.537174432267104,0.5010617199,-0.6858257,1.0527205,1.00046581649481,3849.43127560789,2935.74898161612
delta_r[12],0.19576423169035,0.1927205,0.552590438992046,0.5122694346,-0.69314675,1.078142,1.00023022859839,4288.37262498704,2902.80435840773
delta_r[13],0.19338810680175,0.195365,0.570549213870323,0.5112338385,-0.7367623,1.101618,1.0000207785382,4341.42369226443,3475.43839634834
delta_r[14],0.192162725662,0.1975395,0.587207811643601,0.5283504555,-0.7678838,1.133979,1.00021070190962,4598.69110371779,3338.40056735076
mean_ndelta_cases[1],151207.060025,144905.5,45819.8617675527,42119.9247,89263.115,235846.45,1.00054596968781,6621.50550678899,3183.06475435451
mean_ndelta_cases[2],155856.940925,145000,62003.3610575061,54706.4574,77660.095,270796,1.00264627517597,6029.39323460053,3398.83439468005
mean_ndelta_cases[3],171506.408025,145036.5,110335.993476798,80357.95782,55929.765,376072.85,1.0013952545679,5458.25390689093,3268.55197628862
mean_ndelta_cases[4],205608.3580725,144495,211559.39434523,109556.43048,37237.65,571416.049999999,1.00125176779978,5220.57161566771,2990.47894770639
mean_ndelta_cases[5],271781.11502,144625.5,458859.873258804,136935.82707,23758.765,911280.55,1.00159039042171,5039.84492324396,3039.06360855655
mean_ndelta_cases[6],404483.97044775,144159,1272708.15119681,157526.10174,14140.62,1416226,1.00119168492718,4902.57615746123,2894.16644808883
mean_ndelta_cases[7],697702.22253675,143396.5,4341790.87385813,174459.61764,8904.9355,2298149.49999999,1.00128267965467,4800.50843046423,2704.8731510741
mean_ndelta_cases[8],1458823.75085318,142532,16419185.3985164,186817.68168,5534.164,3817693,1.00164921086033,4717.42659966224,2635.06846502228
mean_ndelta_cases[9],3675370.75614647,144601.5,61538996.3312907,198760.02468,3268.881,6278201,1.00123796837279,4642.86434661709,2748.93546882124
mean_ndelta_cases[10],10850111.667584,143251,229077181.218619,203385.944244,1926.1985,10110620,1.00127158250735,4575.7571831855,2992.53948690688
mean_ndelta_cases[11],47182361.561184,142844.5,1423723840.22494,206987.402034,1151.4765,17359235,1.00127684304768,4517.98957268069,2899.33125756613
mean_ndelta_cases[12],283684993.075189,140866,11402707247.4084,206288.860218,610.36055,31962710,1.00098451982625,4471.73026228433,3077.53164977638
mean_ndelta_cases[13],2087459201.03709,142121,91658338268.4361,209186.572266,323.28025,56811440,1.00100457098136,4451.3769330548,3045.51258238641
mean_ndelta_cases[14],19724876609.8262,141732,854555030892.926,209447.4127557,166.83375,102757400,1.00091635041718,4433.2072594669,3006.05140184988
mean_ndelta_cases[15],131757217215.677,139031,6022396875902.91,205837.7554464,92.36152,196494750,1.00080348407493,4424.45941025117,3059.33864486308
mean_delta_cases[1],1028.22459725,1011.66,180.656630534132,173.7073464,762.3457,1355.047,0.99963754732328,6752.31380538799,3122.0257082288
mean_delta_cases[2],1324.4102695,1226.47,507.385653891557,455.67711,677.77815,2287.2505,1.00036923492748,5695.50018564507,3244.42776143583
mean_delta_cases[3],1905.11120625,1498.42,1481.39519534787,968.2734579,495.07115,4700.5235,1.00109535659169,5273.69509217798,3116.14802967594
mean_delta_cases[4],3135.171794475,1806.64,4191.35538084507,1641.8794245,338.72175,10076.09,1.00110004405223,5044.09921956327,2964.2571823958
mean_delta_cases[5],5862.995339525,2236.435,12488.81839738,2485.5974325,230.53215,21985.8,1.00068782081064,4687.70637611595,2952.6169953147
mean_delta_cases[6],12674.2649167125,2693.84,44630.2034913751,3393.1206141,146.38945,50260.49,1.00044265885655,4539.79417795041,2892.01524550556
mean_delta_cases[7],31123.924192326,3271.88,167603.49797748,4454.649612,94.86668,117964.4,1.00070522192618,4455.25380405049,3006.11392742071
mean_delta_cases[8],87843.3108647112,4006.28,681436.612574081,5701.5666204,59.400015,279460.699999999,1.00003627713595,4425.37088594994,3050.96057143638
mean_delta_cases[9],283260.956802039,5024.735,2809477.39712412,7315.34061909,36.6808,698110.05,0.999767188006244,4353.98589695729,3179.35683119469
mean_delta_cases[10],1095419.59223745,6232.74,13271871.1634125,9161.99682972,21.76076,1738654.5,0.99979194901388,4294.06364839736,3079.2965531794
mean_delta_cases[11],5015046.75205736,8029.955,78055813.8247144,11853.37024662,11.79808,4714267.5,0.999835819397865,4256.43621091363,2977.63281226327
mean_delta_cases[12],28852885.3867732,9805.34,617379773.577122,14511.52912398,6.535394,12575579.9999999,0.999875820272449,4212.68989520017,2726.76639408812
mean_delta_cases[13],231031483.302401,11772.35,7551001277.18523,17444.392498617,3.529627,30174619.9999998,0.999902853138838,4170.77453096744,2742.40147959649
mean_delta_cases[14],3504990639.94397,13980.8,173630295733.181,20724.543729624,1.872634,79784719.9999995,0.999912642829949,4167.94647810082,2890.18767824416
mean_delta_cases[15],52452925228.3158,16246.5,2975525843100.05,24085.7533483581,0.92641665,225890449.999999,0.999935269541223,4171.23156535774,2966.47413086574
mean_cases[1],152235.28675,145907.5,45821.5577569721,42113.9943,90328.425,236900.75,1.00053629905006,6617.81649015201,3303.23557988872
mean_cases[2],157181.351125,146144.5,62218.0267314109,55023.7338,78570.125,272144.85,1.00261993534356,6021.25295773673,3446.1389450832
mean_cases[3],173411.50365,146804,111226.290113571,81239.51178,57274.56,380045.8,1.00132909732932,5454.54138449925,3297.24411112215
mean_cases[4],208743.53448,146528.5,214117.842904818,111159.19521,37997.41,583062.3,1.00117459984328,5212.78888433556,3013.88773947969
mean_cases[5],277644.076075,147955.5,465605.394156099,139297.75713,24274.54,930290.95,1.00146970046512,5032.00827978515,3014.43246273825
mean_cases[6],417158.26347175,149812.5,1291072.73692245,163784.00808,14882.965,1475263.5,1.00121323789931,4901.07059503492,2936.46268651389
mean_cases[7],728826.143947,152977,4393263.61075574,185881.41978,9528.178,2414356.49999999,1.00135591736063,4804.7890060889,2652.86789662608
mean_cases[8],1546666.88544272,156181,16597657.463687,204706.88154,6032.5485,4161798,1.00140451055136,4736.03832730497,2727.20493564916
mean_cases[9],3958631.14831922,166139,62180770.7552695,228731.30259,3716.8605,7335188.49999999,1.00133226744465,4667.05586638241,2722.59179737056
mean_cases[10],11945543.8841423,175240,232234794.566857,249368.382942,2319.7555,13738065,1.00137084207211,4589.62613543778,2847.24091773282
mean_cases[11],52197407.3933813,188128,1449789917.68546,272783.72226,1445.891,28335945,1.00135437845119,4510.60700634267,2947.48312389462
mean_cases[12],312537919.537394,206218.5,11635442665.3135,302249.915415,826.2705,63734384.9999995,1.00111981657733,4436.46354042052,2908.81825105778
mean_cases[13],2318489998.99338,228533,95038161912.6153,336895.156542,484.2622,137723799.999999,1.00089356942171,4395.9644106703,3001.01905691811
mean_cases[14],23229856854.468,258046.5,970272153907.63,381583.700568,291.8606,331074549.999999,1.0006981579337,4359.17944888705,3004.10476090958
mean_cases[15],184210269691.921,308869.5,8775241747781.91,457398.504969,187.0445,786286049.999997,1.00047399015766,4337.61927764139,2964.58833122717
frac_delta[1],0.0073532262525,0.00696396,0.00255324668125298,0.002328660516,0.0040203415,0.012006235,1.00090438169084,6461.22775959832,3402.75026769363
frac_delta[2],0.00913827966,0.00849053,0.00375309776859971,0.003253298832,0.004437621,0.01614964,1.00222338973755,5630.36029088341,3094.49736594852
frac_delta[3],0.011866003665,0.0102643,0.0068860033420011,0.005157046188,0.0043452045,0.024757905,1.00084340897319,5260.42471845305,3101.73618058193
frac_delta[4],0.016232509022,0.0124416,0.0136754853856572,0.008332923648,0.0039180635,0.041226595,1.00023738727345,5137.98262680356,2978.9296062188
frac_delta[5],0.02322654173125,0.0151121,0.027330266055997,0.012638594199,0.003306603,0.0682164199999999,1.00028653432242,5063.09999010164,3055.93592860941
frac_delta[6],0.03439311278475,0.0180402,0.0509602387572695,0.017762237409,0.0027925635,0.1164988,1.00034766972641,5006.18300020815,3134.06757601347
frac_delta[7],0.050875059783025,0.02211975,0.0842469845573736,0.024532863894,0.0022012615,0.19985865,1.0003557158993,5047.69800849581,3138.90984690714
frac_delta[8],0.073100057285225,0.026737,0.123967371363393,0.032430006924,0.001835583,0.3200443,1.00032192569098,5033.57628405633,3414.69592263895
frac_delta[9],0.10042190046011,0.0326954,0.166155687561352,0.042329979468,0.0014615675,0.47751445,1.00037510579114,5009.8695067665,3305.62184574623
frac_delta[10],0.131227414687877,0.0390915,0.207000183919244,0.05300561868,0.001139427,0.6406897,1.00046931369985,4895.49972573366,3155.59683226171
frac_delta[11],0.16373546120872,0.0468964,0.24349271401687,0.065720715039,0.00089265695,0.7813743,1.0005983021037,4873.65993690246,3167.19133941811
frac_delta[12],0.196941560552806,0.0573811,0.276112289994265,0.081975081531,0.000621474,0.875951249999999,1.00044372617269,4890.45873281773,3153.46346206566
frac_delta[13],0.229890875417719,0.0680818,0.304636543849806,0.098812947492,0.0004509487,0.9348152,1.00043148598956,4895.43859856728,3101.41356930821
frac_delta[14],0.261359936075875,0.0828527,0.328638769471429,0.1213741779999,0.00033003425,0.9686018,1.00047676865798,4905.21859208906,3182.47632924714
frac_delta[15],0.291114058370934,0.097382,0.349144015387786,0.1434045324432,0.00025016435,0.98483865,1.00048279725688,4992.39249878683,3183.17821596586
phi[1],1.67530869575,1.2347,2.05009350986463,0.5422742934,0.70462475,3.70383599999999,1.00255494705363,3440.10558851824,1774.44440885424
phi[2],1.75961816475,1.223695,2.28863629886196,0.5409103014,0.70614155,4.3195305,1.00188230756875,3112.37947616992,1264.30097368274
