value_type,variable,clean_name,date,type,obs,observed,forecast_start,exponentiated,mean,median,sd,mad,q5,q20,q80,q95,rhat,ess_bulk,ess_tail
raw,sim_voc_cases[10],,,,,,,,2110,2080,490,451,1420,1710,2460,2950,1,2270,1660
raw,sim_voc_cases[11],,,,,,,,1950,1910,464,422,1300,1570,2290,2770,1,2250,1630
raw,sim_voc_cases[12],,,,,,,,1780,1700,575,497,1040,1320,2170,2810,1,2210,1450
raw,sim_voc_cases[13],,,,,,,,1670,1520,844,630,703,1050,2160,3090,1,2010,1640
raw,sim_voc_cases[14],,,,,,,,1660,1320,1760,824,417,744,2250,3840,1,1850,1610
raw,sim_voc_cases[15],,,,,,,,1860,1150,5590,959,222,522,2450,5170,1,1760,1720
raw,sim_nvoc_cases[1],,,,,,,,90100,89500,13400,12100,69200,79700,1e+05,112000,1,2060,1860
raw,sim_nvoc_cases[2],,,,,,,,102000,102000,14700,13100,78800,91000,113000,126000,1,2130,1850
raw,sim_nvoc_cases[3],,,,,,,,114000,113000,17600,15200,86500,1e+05,126000,143000,1,1980,1700
raw,sim_nvoc_cases[4],,,,,,,,123000,122000,19100,16700,93100,109000,137000,154000,1,1820,1760
raw,sim_nvoc_cases[5],,,,,,,,133000,133000,19900,17400,103000,118000,147000,164000,1,1920,1350
raw,sim_nvoc_cases[6],,,,,,,,138000,137000,20400,18100,105000,122000,153000,172000,1,1910,1790
raw,sim_nvoc_cases[7],,,,,,,,127000,127000,19100,16600,98200,113000,141000,159000,1,1860,1780
raw,sim_nvoc_cases[8],,,,,,,,105000,105000,16200,13600,81500,93700,116000,131000,1,2090,1820
raw,sim_nvoc_cases[9],,,,,,,,78300,77400,11700,10500,61300,69000,86700,97800,1,1880,1780
raw,sim_nvoc_cases[10],,,,,,,,54000,53500,8450,6980,41700,47700,59700,67900,1,1890,1670
raw,sim_nvoc_cases[11],,,,,,,,33900,33500,5430,4340,26000,30100,37600,43100,1,1870,1670
raw,sim_nvoc_cases[12],,,,,,,,20700,20600,3130,2630,15900,18300,23000,25800,1,2180,1880
raw,sim_nvoc_cases[13],,,,,,,,11900,11800,1830,1630,9290,10500,13300,15100,1,2200,1850
raw,sim_nvoc_cases[14],,,,,,,,6200,6130,1040,901,4680,5400,6940,7860,1,2220,1700
raw,sim_nvoc_cases[15],,,,,,,,3190,3130,664,544,2290,2700,3620,4290,1,1950,1420
raw,sim_nvoc_cases[16],,,,,,,,1620,1550,498,423,958,1240,1960,2490,1,1950,1420
raw,sim_nvoc_cases[17],,,,,,,,837,753,415,322,351,517,1090,1580,1,1850,1720
raw,sim_nvoc_cases[18],,,,,,,,467,368,432,232,113,212,641,1080,1,1720,1500
raw,sim_nvoc_cases[19],,,,,,,,296,177,709,151,32,79,381,827,1,1510,1490
raw,sim_cases[1],,,,,,,,90100,89500,13400,12100,69200,79700,1e+05,112000,1,2060,1860
raw,sim_cases[2],,,,,,,,102000,102000,14700,13100,78800,91000,113000,126000,1,2130,1850
raw,sim_cases[3],,,,,,,,114000,113000,17600,15200,86500,1e+05,126000,143000,1,1980,1700
raw,sim_cases[4],,,,,,,,123000,122000,19100,16700,93100,109000,137000,154000,1,1820,1760
raw,sim_cases[5],,,,,,,,133000,133000,19900,17400,104000,118000,148000,164000,1,1920,1350
raw,sim_cases[6],,,,,,,,138000,137000,20400,18200,106000,122000,153000,172000,1,1910,1860
raw,sim_cases[7],,,,,,,,128000,127000,19100,16700,98800,113000,142000,160000,1,1860,1780
raw,sim_cases[8],,,,,,,,106000,105000,16300,13700,82400,94800,117000,132000,1,2090,1820
raw,sim_cases[9],,,,,,,,79600,78800,11800,10600,62700,70300,88100,99600,1,1880,1750
raw,sim_cases[10],,,,,,,,55700,55200,8510,6970,43400,49400,61500,69900,1,1890,1650
raw,sim_cases[11],,,,,,,,35800,35500,5540,4500,27800,31900,39600,45200,1,1870,1700
raw,sim_cases[12],,,,,,,,22900,22700,3230,2800,17900,20400,25200,28100,1,2200,1850
raw,sim_cases[13],,,,,,,,14200,14000,1910,1690,11400,12600,15600,17300,1,2160,1780
raw,sim_cases[14],,,,,,,,8310,8240,1130,936,6700,7440,9080,10200,1,2340,1850
raw,sim_cases[15],,,,,,,,5140,5060,822,692,4050,4520,5680,6470,1,2140,1750
raw,sim_cases[16],,,,,,,,3400,3300,900,789,2170,2690,4020,5010,1,2050,1580
raw,sim_cases[17],,,,,,,,2510,2300,1160,905,1120,1630,3210,4580,1,1780,1620
raw,sim_cases[18],,,,,,,,2130,1710,2140,1030,551,999,2880,4920,1,1810,1460
raw,sim_cases[19],,,,,,,,2160,1340,6260,1110,256,611,2850,5870,1,1710,1720
raw,log_lik[1],,,,,,,,-10.4,-10.3,0.41,0.372,-11.1,-10.7,-10,-9.79,1,905,1290
raw,log_lik[2],,,,,,,,-10.7,-10.7,0.509,0.433,-11.5,-11.1,-10.3,-10,1,1330,1360
raw,log_lik[3],,,,,,,,-10.7,-10.6,0.487,0.411,-11.6,-11,-10.3,-10.1,1,1050,1350
raw,log_lik[4],,,,,,,,-11.3,-11.1,0.818,0.629,-12.9,-11.8,-10.7,-10.3,1,1430,1540
raw,log_lik[5],,,,,,,,-15.2,-15.2,0.886,0.876,-16.8,-15.9,-14.5,-13.9,1,900,938
raw,log_lik[6],,,,,,,,-16.6,-16.5,0.799,0.773,-18,-17.2,-15.9,-15.4,1,869,1190
raw,log_lik[7],,,,,,,,-16.8,-16.6,0.64,0.587,-17.9,-17.2,-16.2,-15.9,1,840,1230
raw,log_lik[8],,,,,,,,-16.5,-16.4,0.647,0.598,-17.7,-17,-16,-15.7,1,782,1060
raw,log_lik[9],,,,,,,,-15.8,-15.7,0.667,0.633,-17,-16.3,-15.2,-14.9,1,782,859
raw,log_lik[10],,,,,,,,-15.3,-15.3,0.711,0.666,-16.6,-15.8,-14.7,-14.3,1,803,876
raw,log_lik[11],,,,,,,,-14.8,-14.7,0.713,0.613,-16,-15.3,-14.2,-13.8,1,1100,1210
raw,log_lik[12],,,,,,,,-14.1,-14,0.671,0.61,-15.3,-14.6,-13.5,-13.1,1,909,1030
raw,log_lik[13],,,,,,,,-13.7,-13.6,0.835,0.732,-15.2,-14.3,-13,-12.5,1,1280,1510
raw,log_lik[14],,,,,,,,-8.16,-8.06,0.584,0.451,-9.24,-8.53,-7.73,-7.43,1,1290,1270
raw,log_lik[15],,,,,,,,-7.69,-7.56,0.606,0.488,-8.86,-8.1,-7.21,-6.95,1,903,1490
