variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-1510.2432225,-1509.965,3.68286539461768,3.62495699999991,-1516.571,-1504.76,1.00149420539303,1379.47922416549,1595.09954925686
r_init,-0.168049154268275,-0.1779335,0.127256392974451,0.12081232968,-0.35370065,0.0591517949999998,1.00102568332845,3320.2290380656,2672.22465109929
r_noise,0.0836637854009,0.07463075,0.0604308246237302,0.06344868243,0.006167802,0.19828145,1.00062008140621,2318.04383997647,1519.70399889138
delta_mod,0.3718260568895,0.376371,0.185828063757906,0.1801262631,0.06444382,0.6731959,1.00137833921112,5148.75102551259,3001.02272819378
delta_noise,0.0781328231403375,0.0655156,0.0580862633969381,0.05705400624,0.006895278,0.18825525,1.00066699619392,3574.66066173413,2147.79868101532
eta[1],-0.279561889131,-0.2899225,0.952694641595024,0.9583993419,-1.810517,1.31121,1.00231950430759,4987.12819884286,2858.58934004498
eta[2],-0.2870613187465,-0.283167,0.932990366661296,0.9613615767,-1.779545,1.222259,1.00079961415832,5246.12632103182,3108.89550956678
eta[3],-0.218589725146,-0.2265785,0.989165717818273,1.0143148596,-1.846295,1.43793,1.00111423315678,6950.01242940046,2886.53839050139
eta[4],-0.1440235393675,-0.154798,0.984980489538486,0.9600198237,-1.746958,1.4829775,1.00231762102437,6111.56425216003,2910.32414747906
eta[5],-0.005364378653,0.002860525,0.989369053914692,0.980551572735,-1.582756,1.6226755,1.00135341385255,5995.15456405163,2760.38130067133
eta[6],0.000451643963500001,0.00493355,1.01689720809023,1.0371491235,-1.6727345,1.641591,1.00040789269512,7536.75647029359,2503.85230165866
eta[7],0.00460397981225,0.003029565,1.00246444649251,1.003007165769,-1.6581465,1.6726755,1.00160188088806,7595.13186480288,2913.43471978727
eta[8],0.014655460633375,0.0362865,1.0160522392584,1.0238768883,-1.6513555,1.7028475,1.00124385169974,6376.49990688402,2501.26574967508
delta_eta[1],0.03692978789025,0.005942805,0.923390038328623,0.9319008321,-1.4511275,1.5659425,1.00113701509589,6111.74058609191,1916.31500537079
delta_eta[2],-0.01252847484625,-0.003086085,0.998878958111284,0.982548056721,-1.6506305,1.644934,1.00238516995896,7832.14091845418,2951.13646663561
delta_eta[3],-0.02129152647285,-0.00988742,1.00832302343645,1.0097158344,-1.6968355,1.598487,1.00066639691253,7811.3307343767,2585.04757621104
delta_eta[4],-0.0065007521303,-0.00197714,1.003280133803,0.9563726277,-1.6668575,1.6741565,1.00138761471058,7705.18444073055,2853.74226309411
delta_eta[5],-0.010467616326,-0.01487765,0.994068974148147,0.97218255519,-1.658988,1.6119485,1.00207138128771,6868.44467237351,2518.22810531141
delta_eta[6],-0.00739441618675,-0.0022185175,1.00619563048588,1.0281964434,-1.6613785,1.6352485,1.00142104780961,7040.97145870595,2843.87712736889
delta_eta[7],-0.00738946009075,-0.0186983,1.00883699429822,0.9829074612,-1.619847,1.673932,1.00054125309042,7491.75414211731,2922.35367546376
delta_eta[8],-0.01554442604425,-0.0136408,0.956304568977493,0.98063567322,-1.584224,1.542172,1.00245318908591,7931.02860257764,2964.84945046317
init_cases[1],7.122273365,7.127755,0.31114233737496,0.302865528,6.6064715,7.6378735,1.0010500151096,5701.30003162362,3107.53205038147
init_cases[2],11.79185635,11.82425,0.26737499871372,0.23047017,11.300225,12.17152,1.00195850326248,2890.21168001853,2675.6866574399
sqrt_phi[1],0.15813272211064,0.0312998,0.294779395576747,0.0449976120111,0.00030151065,0.8052806,1.00019618944222,1572.43482693484,1581.14700557715
sqrt_phi[2],0.0136141033499076,0.0002795995,0.084202325835382,0.000407815431324,1.809014e-06,0.0398962899999999,1.00032473394635,4434.2332090469,3296.6601355392
r[1],-0.168049154268275,-0.1779335,0.127256392974451,0.12081232968,-0.35370065,0.0591517949999998,1.00102568332845,3320.2290380656,2672.22465109929
r[2],-0.1958745105497,-0.210001,0.11849740961621,0.1052482914,-0.3637943,0.021859135,1.00118459017339,3586.44238412232,3204.66438295871
r[3],-0.228599422561768,-0.243294,0.128233526235205,0.1116998253,-0.4131205,0.00435134399999999,1.00072634449636,2644.38225657557,2756.18459022794
r[4],-0.25083221463525,-0.262337,0.147629848665518,0.1290988776,-0.4639678,0.00538738999999979,1.00213999369159,2547.9560470764,2697.2649510911
r[5],-0.26542804737225,-0.269374,0.175722570560993,0.1526581329,-0.54698665,0.02578128,1.00137491717296,2559.41739021297,2867.277657376
r[6],-0.26412132753425,-0.2622325,0.199581160094203,0.1655671311,-0.5891762,0.0499243999999998,1.00093853768975,2736.39423193665,2929.28304889412
r[7],-0.264085698047175,-0.2601725,0.22994276791607,0.1803501357,-0.6436503,0.08631387,1.00031959907138,2856.75702253454,3077.22727610725
r[8],-0.262430581557,-0.255109,0.253336943301035,0.1923169416,-0.6825175,0.11987175,1.00143968803993,2882.09833739785,3023.38522917359
r[9],-0.260129693948922,-0.2562105,0.27179645384812,0.2037470463,-0.7009945,0.15296095,1.00094747749761,2864.27187631363,3188.95106792626
